86.8732406038 101.13774
-71.6549859762 -80.4069043872
104.63568533 -84.3684437016
-16.1840731874 -110.41245
-80.0237812086 -19.1561457667
-108.870752389 18.364403539
47.4024306702 -119.46258
35.9552380239 126.921234
89.1104083768 -69.1428778242
-71.1036342605 -98.812107
-19.0605478995 -126.070161
-106.599223334 -56.664972
94.3822025235 62.501385
-45.7286880351 79.6329631335
54.9119563385 121.776051
80.320425782 -103.668003
42.5682603877 -109.154350157
-99.4725776419 34.146148005
-102.607832708 -15.4968208259
19.7749675715 -22.4596104969
130.047437442 -32.5170015018
123.072687503 -54.226584
-32.5128259221 -121.69889791
-42.6075866681 113.218144469
-53.0440867121 1.295514
-14.7665624033 -45.987081
123.379105714 56.3927020737
-12.8036835097 93.869187
-11.0714442864 49.8318213522
51.9716018558 -6.29508
-80.2930604822 94.223376
135.180944324 14.1469040258
-78.828083235 37.718202
63.3597300847 -102.15504
-7.83305867829 83.307885
-96.3576365697 -73.733937
-94.1387922926 79.327266
38.4491590717 -119.696938107
100.244172718 37.139175
110.764216089 74.779041
-117.905784178 24.199974
11.3941180584 -99.804393
57.7881433039 -114.597282
101.237233609 -2.631594
32.0161851639 74.665647
114.246996618 -60.671148
123.193670315 28.060911
44.0770945731 -53.552943
-79.8631199117 -4.067724
16.7141026354 -124.750173
83.8525225744 24.831519
-4.48176665304 130.188066
16.9697759246 107.698103545
137.405656714 16.568952
114.918007882 44.67202677
5.36483195782 60.045603
-57.0866344312 101.781534
-19.9997473031 127.889475
-31.5577576687 -111.125391
-29.6908980919 102.551145
71.5322884992 113.169434691
-55.6605629457 -89.292696204
-101.98087095 61.674576
92.0980485507 -96.293865
