# RA       DEC       Total_flux           E_Total_flux         Maj                   E_Maj                  
  160.31868   -59.938126   10.493642476851289   2.6088240041751294   0.41546078008003556   0.08266333959821023    
  160.74466   -59.670504   80.43540740563817    1.9786588570923869   0.8879881590564614    0.052465342603962795   
  160.78224   -56.441321   9.674491458357219    2.6062223113993266   0.4218025166962862    0.09207713288176572    
  160.92985   -58.898944   40.30639110788429    1.6059597184776342   1.021630920566213     0.22243321599335092    
  161.04973   -52.018308   7.680816794264915    2.6599178475619025   0.3711674481721732    0.08223862851616516    
  161.06306   -59.639442   24.97994474041171    2.711832638465562    0.3636166882172825    0.02005142606840194    
  161.37238   -60.077211   92.91898259476073    2.275213602664488    0.5220545453363228    0.02207200363332373    
  161.77285   -59.798509   35.56412003514423    2.285148036865403    0.677899876115543     0.06498663721248377    
  161.84552   -60.017059   4.553190652805965    2.578225290929146    0.22024290404504418   0.015816901641255317   
  162.09821   -62.347889   11.622582651532765   2.4019885660902376   0.507972523438549     0.14424140029370755    
  162.43384   -59.319267   7.96710069542775     2.6395854215477583   0.43052144346763904   0.1042468742265298     
  164.18306   -60.120363   14.775858086599179   2.595855503475673    0.4062584191603739    0.05885079953917586    
  164.37443   -55.018036   9.154574701315083    2.550184108453335    0.4331101566011498    0.11488325124503379    
  164.76302   -61.192453   39.664899783521285   2.55336738034605     0.43185421198809437   0.026271793522760014   
  164.80362   -65.529016   10.057106068944687   2.4562825399622437   0.5034185727603014    0.15007871154504762    
  165.23789   -64.599824   9.405691108430073    2.4417399186097493   0.5179173590617621    0.16903525541319944    
  165.41124   -60.28244    12.637041161066353   2.679830465688769    0.3537525467251829    0.04244755715158755    
  165.61654   -60.830265   11.20210688340503    2.4001916854282097   0.1881521519315054    0.0041248868224095     
  165.82621   -60.968775   41.840321380575865   2.695156732303884    0.3756032704319598    0.013561335247561833   
  165.84057   -60.964677   4.767685559425314    2.5916920026021906   0.2088572706440513    0.010682500171097321   
  166.45194   -61.767941   13.928439255621218   2.283310420393355    0.6422302109542729    0.17313744431465597    
  167.49396   -57.335388   12.555870115782811   2.559603691672411    0.4358350773893146    0.0828770628605951     
  168.02785   -61.257625   33.00183882505636    2.3336338549744626   0.5400431754710229    0.06046732762117409    
  168.03551   -59.858625   16.62494702830236    2.312777247671191    0.6095768588965942    0.1357037875063799     
  168.06319   -60.684626   35.46094452880258    2.6873283457371366   0.3384587780709318    0.013388950787142313   
  168.1127    -66.569896   7.736276833891246    2.4728150738115593   0.5361328755552692    0.19417774791388798    
  168.83228   -61.287743   39.843194074687645   2.678141082489433    0.33342353454759677   0.012094610043900462   
  169.81423   -61.44718    34.42113604844349    2.324489525016489    0.5502240347255021    0.059972745186594394   
  171.13711   -59.287692   23.229917585707263   2.6961849069456725   0.2979817093716341    0.014460121417932948   
  171.34896   -56.071917   10.592063801172351   2.5395112626351626   0.4376187881627499    0.10293025500569417    
  172.17727   -62.741195   19.34783109303276    2.4502806068094882   0.5187171955338593    0.08084065012724548    
  172.35537   -68.560909   9.946578460269095    2.4715425029074853   0.46527319466744654   0.13411067492475448    
  173.80964   -60.94673    5.849367839040735    2.6799706143279773   0.36704956497756097   0.0981285774066049     
  173.85529   -61.893796   22.413009691721154   1.9346470348853122   0.8038916749998959    0.2194823823478181     
  174.65427   -56.301757   10.980784369646079   2.627500088326557    0.37785269789360354   0.0653174897512885     
  174.68505   -68.230774   28.69551672827162    2.6407218489666984   0.36049027287906465   0.02215290800200465    
  174.88829   -63.49789    43.63959597133823    2.442840731923109    0.44285686051954887   0.02972207236133429    
  175.84308   -62.519783   19.720421374744546   2.675849552406223    0.3496919000409868    0.02706830059495169    
  177.43728   -62.252477   7.749775912744593    2.516365191662861    0.4480123782334224    0.1521022220316789     
  177.67491   -62.717613   7.834307821493283    2.6186314751228967   0.4135204878210153    0.10714500228774482    
  178.48663   -54.929864   5.999962079618037    2.6586957519374312   0.3988864513960364    0.11800515698808332    
  178.6889    -69.721245   10.28626820752367    2.6941439688314546   0.3754993053506315    0.05620943768287478    
  178.91805   -63.204021   5.1507190276127215   2.701065816118531    0.292885115570322     0.05316837721109017    
  179.58572   -62.61716    28.7644161888934     2.648235607560254    0.3621799545476088    0.021821697483525953   
  180.29535   -65.591235   7.644451518841546    2.5535718493993276   0.4330301503586214    0.13670979298106833    
  180.6642    -63.245      11.220095363626088   2.340813651540219    0.5750519262621961    0.1857096110047813     
  183.03838   -62.75243    88.38808679135789    2.1177614776635707   0.7330314753141847    0.039177332005187644   
  183.69688   -62.982722   42.181255226232494   2.5550112053685896   0.4411947963541358    0.025303968588127983   
  184.35617   -64.2212     9.413520743286732    2.546483947470731    0.43209506953639276   0.1123777496215711     
  184.56158   -62.414279   10.950770681807128   2.6409131315086594   0.3799270056805756    0.06350930432112953    
  185.58892   -64.133669   15.441411594426087   2.48765938596688     0.4576642800411612    0.0827438935365425     
  185.77347   -62.728793   13.729937217379165   2.6039284325019048   0.40608950663687776   0.0620528190313117     
  186.25809   -66.846819   12.38840917435438    2.5750995207928473   0.4029640743673903    0.07259746146296542    
  187.67132   -63.09209    13.537027732495925   2.4423377804849324   0.46496946604505673   0.1036214754295577     
  189.59751   -63.819701   11.926281718578688   2.5136018717237425   0.4845978148740131    0.10821140254313213    
  191.52825   -62.158674   15.10300136408436    2.649023473391423    0.34874977389456835   0.03866108278895852    
  192.13701   -63.632705   13.293698296183301   2.4038703695972004   0.5100297496986016    0.12640366018440624    
  192.37015   -62.850608   12.402021618501262   2.4598450095957434   0.492160052522717     0.11822885073037356    
  193.26369   -61.01889    8.295340056395842    2.5824181386301506   0.4523900162306334    0.12348581869063083    
  194.07054   -63.625312   17.82562072771067    2.4501923858238936   0.4946746529351353    0.08419421053874437    
  195.64923   -63.393057   21.841227414216284   1.9097079971934967   0.8665051611098067    0.2412703167628256     
  196.47348   -62.750497   32.27851209854863    2.6838375475973484   0.3443651209313427    0.015502669201341563   
  197.8337    -62.679194   28.49536293437499    2.6845886485293518   0.34081514950081065   0.017131369703163413   
  197.94057   -63.093815   11.433785497334062   2.6481157155605506   0.3854446896718458    0.060843889436630036   
  198.55706   -62.71182    60.927689833453535   2.3054214360691954   0.5376886899471526    0.03385739550488025    
  198.60934   -61.214807   16.352365306760184   2.393216689632038    0.4818260069827662    0.09671781869242774    
  198.88696   -59.653312   10.930027873412875   2.571094599400894    0.44990411631141153   0.0960136298442241     
  201.20645   -57.658951   15.533032451113769   2.653041533667934    0.37238053120635944   0.04177135620639113    
  201.58048   -61.418429   37.57453891949122    2.702648453658882    0.2989942524426713    0.00796560483579866    
  203.24382   -66.801006   15.791290187903865   2.6312108592255354   0.3980061670629634    0.048659509049888215   
  203.96179   -57.806945   6.435500896606933    2.638053779471334    0.39147218414078766   0.11401848577445525    
  205.07105   -61.736408   11.187922890365806   2.660938663678423    0.37903719271800046   0.05807538130074213    
  205.50981   -59.912783   8.946758427371828    2.5753049061680793   0.5585628225962194    0.1360848752623704     
  205.55508   -62.369879   30.41903655276529    2.5309583865213865   0.4087276046403194    0.03273187990989719    
  205.97538   -61.279792   7.109222800138448    2.6246823411355718   0.39103231910353053   0.10726950418841404    
  206.22559   -60.644172   11.773682207983182   2.695655944706505    0.31739765864535224   0.03331840597124197    
  206.29567   -66.230459   7.174962139757238    2.6599128943073396   0.4159840607988479    0.10456760191145685    
  206.75033   -60.439795   193.20113087664015   2.7071960227007317   0.2950357135063326    0.0013691407791030078  
  206.76285   -62.850783   21.383071180851843   2.6387292637477806   0.3933346260385275    0.03452937976614225    
  206.77127   -60.338883   1.5308585801820844   1.5654609283280898   0.09926620002590923   0.0013877159926731183  
  207.33306   -59.427237   35.53431108389102    1.7414762685725242   0.9099499614056885    0.19510114454852626    
  207.6048    -62.111296   36.75405126253722    2.63791219957942     0.3900221678580276    0.019889541723334514   
  207.96537   -60.182965   8.426743387798567    2.6588215462081037   0.37558227199365807   0.07649798355698734    
  208.21635   -61.506224   17.574500791220398   2.3816644844375583   0.5153723613583177    0.1001813066604299     
  208.44493   -59.572982   15.655490987408458   2.640128283236415    0.3652681310524512    0.04166775998076717    
  209.96361   -62.225727   58.02649497552194    2.452921036470868    0.4810626589824292    0.024912171212104747   
  210.37871   -63.931219   34.58085932445695    1.6576350091069425   0.9299775520541356    0.2248155458990268     
  210.75498   -61.288557   41.12577818241211    2.123826123301542    0.719408006242763     0.08319408182038394    
  211.5078    -57.0552     6.363366591254031    2.6542093697639637   0.39430607630655173   0.1108890180683415     
  211.59579   -62.068046   37.094273637433645   2.476575123473892    0.47892107518834137   0.03717309067360692    
  212.14411   -61.522765   44.202086081872416   2.423448119144328    0.4897442674333871    0.035077861325950865   
  212.51938   -56.784228   6.955519345800654    2.695191010016879    0.3604920833137673    0.07509116686282175    
  213.14455   -61.73097    70.86469505651753    2.3558482060188437   0.5359061183885208    0.027007161224781626   
  213.23323   -61.221739   17.45907424019083    2.426052824957327    0.531876090817614     0.09586587886393466    
  213.94533   -65.990394   13.143864506315401   2.633039393939865    0.42376734049165676   0.06322469081170284    
  214.79568   -60.962221   42.12451404037719    2.2845355963536442   0.6081333249642219    0.056713736115334146   
  215.27087   -64.292111   14.454775985143309   2.531250530510333    0.4207538483934138    0.07233873475565351    
  215.45232   -59.97674    13.196041030705322   2.6998433395063532   0.2947367735310963    0.022339296331764402   
  215.50024   -61.459041   11.361618744859975   2.4517404688740143   0.499664756414522     0.13307699521663932    
  215.62501   -56.03599    18.275536395529702   2.6992643815577146   0.30127516745882255   0.01795850441489019    
  216.21713   -60.51203    9.775897004586673    2.592953648625126    0.3802425678140497    0.08021336620981809    
  217.52222   -60.502887   26.967697204249312   1.9839274504205942   0.7719377148942004    0.16563076934372697    
  219.11623   -60.561728   21.917192031770927   2.5403948583943907   0.451029263527358     0.051655120905896024   
  220.28278   -56.318149   8.064692867510677    2.6616230450297573   0.36706425256522107   0.07621646905363631    
  220.34834   -62.663029   46.96995206106233    2.574114872171047    0.42993294558468076   0.021066665567880536   
  220.4056    -60.048535   5.40192433580424     2.4293714700520885   0.19349902334420988   0.009564271812990388   
  220.41767   -60.061      61.416063747314425   2.552268744685107    0.4092204968229518    0.015670953845349785   
  221.16544   -59.899173   22.544946852211844   2.640946474994359    0.39582802635270375   0.03283236366024123    
  221.27955   -62.507658   31.924082129677025   2.5311566810409225   0.460152850841736     0.03699879631486202    
  221.44615   -59.510384   26.256142737379715   2.4840405522233686   0.49602539909790005   0.05353358656831       
  221.54586   -51.739421   6.9290877579637025   2.6709966614821328   0.34023098529254664   0.07425080808313637    
  221.70706   -58.794391   9.454286813363874    2.5169277217462884   0.4752178177135188    0.13321009746500756    
  222.54547   -59.806318   22.600981654634353   2.51721714959438     0.465961152072161     0.05460784921709649    
  223.13894   -59.256737   28.217664552857762   2.340926754064812    0.5509827807658919    0.0714180297657988     
  223.21545   -65.84655    11.864491726916059   2.3671819361967854   0.49046310513524555   0.14138952773140004    
  224.0227    -52.035787   12.843686357299541   2.638064797413264    0.40622196692059387   0.060496308943384425   
  224.03252   -59.040537   36.5630839548331     2.249185938787337    0.6263258718517842    0.07077196923341841    
  224.09508   -63.529992   6.770524693531116    2.603403111734626    0.4173122143959197    0.1306825549639985     
  224.16975   -59.971453   1.2460462254564533   2.66335036236247     0.23662550561595364   0.07272099449085653    
  224.19427   -59.770018   5.526675073314387    2.6979621744606854   0.28965763727263527   0.05134441075051489    
  224.71428   -58.440243   11.133943869959293   2.6611808214806887   0.3490263140464094    0.05050728462983505    
  224.76508   -57.702439   12.235337036856503   2.66462957513327     0.3365015946360085    0.04236812756666453    
  225.1173    -54.743917   6.351876031884951    2.690676519659022    0.32664558180021996   0.0681794078228781     
  225.56262   -66.682849   8.397418633694784    2.639680410458754    0.37479799869578995   0.08192913672348937    
  225.85137   -58.987314   32.21885064611899    2.197632283719217    0.6463277318046551    0.08939791761748714    
  227.7396    -57.80003    17.4835294767416     2.4773659463648094   0.48084411237700925   0.07913578732796515    
  228.03265   -49.19481    2.4268054140679047   2.1676139308306053   0.1414698838202922    0.003681549660874013   
  228.42886   -59.053163   36.527907183770076   2.6868416002264586   0.3196184084671787    0.01158112260859196    
  228.56476   -59.065556   3.3689568423351197   2.6785615383413193   0.22272653530607842   0.01894849898187371    
  228.81713   -59.295187   38.04748072537422    2.531895298049702    0.4672969093214526    0.03147510054246846    
  229.11144   -58.175474   7.826861795486521    2.678446578827588    0.33186284176847264   0.06095547522909411    
  229.82811   -59.516694   16.02027345291773    2.5844228239644402   0.47704205190794996   0.0665010160472965     
  229.98355   -59.11482    19.40004107948457    2.4953522635976184   0.5337285018444899    0.0729772372203666     
  230.16184   -57.58525    31.311876724872274   2.549278533611       0.47046163935886776   0.03688407008155441    
  230.19014   -58.150091   11.784816736767254   2.67351273412921     0.327423073020225     0.040254353946787114   
  230.54038   -53.221118   8.609737042764683    2.616715521609389    0.3917899663704701    0.09066819309647511    
  230.62078   -60.362129   4.934474020773287    2.702868313965829    0.3045070820451295    0.06558568941288731    
  231.77111   -58.130551   22.880389301273627   2.6868607048735735   0.31206855142103207   0.017613791370009273   
  232.2045    -56.357198   34.430081314186815   2.2509618533066877   0.5946526938553199    0.07219134901146983    
  232.54453   -60.776335   10.029978478011289   2.459268136066837    0.5010810816818444    0.14905253380777084    
  233.12919   -56.094794   28.047037608059473   2.294719068463268    0.6131944063767103    0.08371834384952657    
  234.05483   -60.615342   18.24059838149791    1.999386115975324    0.7825559333706322    0.2405042955899445     
  234.06147   -49.65731    9.57831379243624     2.533737582676328    0.4142502437293521    0.10611909756769104    
  234.49146   -54.312873   8.197517590653542    2.5980918416310135   0.44015993179353646   0.11660188937739441    
  234.89923   -56.039872   27.998809116385218   1.9898442784277819   0.741105759553555     0.15366401621162679    
  234.91526   -46.741319   7.266989450170257    2.5997876778562587   0.39444543510939256   0.11344302824872529    
  235.33928   -53.442856   9.778618240986896    2.524140912801646    0.4560765161172465    0.12144223214695644    
  235.39559   -54.152673   2.2915509485095447   2.6515746969301217   0.24966208345958865   0.05638804601483648    
  235.47456   -54.317807   3.7386640719584507   2.6609526190660655   0.2554509345050745    0.0456713846358012     
  236.08329   -53.412568   3.0640506207387466   2.6960652720282567   0.35260648273548356   0.16219892822918908    
  237.03912   -54.770363   36.274880987167585   2.0655209733114184   0.7820365548937087    0.10554560350104694    
  237.19978   -53.816839   36.05223041242639    2.7003096333358734   0.31066133604631585   0.00986541853502738    
  237.2929    -55.119577   47.23051991388932    2.0992043306484067   0.729555650721994     0.07618799366580072    
  237.83844   -61.856116   17.6765044099917     2.1651140251551735   0.6042997441878765    0.16020877127671398    
  238.09654   -56.204264   69.36079637636698    2.6114176607805373   0.3917435833900552    0.011415739966568137   
  238.09853   -55.907297   3.658956179813148    2.6028375320082695   0.23379652520751132   0.027897586843207128   
  238.25259   -56.229055   5.147745374355567    2.4719520156349395   0.20245918542197006   0.011355251690214752   
  238.28321   -53.628421   53.41507832831926    2.2088225850005614   0.6394029433587689    0.052575396065383605   
  238.49435   -55.967587   21.22761337851763    2.711472295328667    0.32153098592182916   0.01705027716697848    
  238.59105   -56.258799   23.50924087564399    2.6281384108170434   0.45658318416829335   0.038981134481482695   
  238.64621   -55.158013   5.976195371847416    2.7012009517327176   0.2988626386310033    0.05129632632844691    
  238.85941   -53.322283   25.43716924758359    2.6665636120762417   0.3461169208468834    0.021346152804189698   
  239.43512   -53.435306   30.206982254285514   2.3319516651609593   0.5571142354794347    0.06839447962684136    
  240.11484   -46.843812   13.429076542182338   2.6997780835841976   0.2959655737019939    0.022705557774494473   
  240.29143   -52.353344   54.506555143403304   2.414696837238523    0.5160097991958855    0.03063760692596154    
  240.36895   -51.55634    15.89162681283183    2.6821513970484747   0.3391629472628986    0.030808084159304437   
  240.86864   -62.003372   25.694801456504322   1.7643457010315666   0.9043903448181112    0.2606218625665739     
  241.82258   -45.517888   7.420796766815587    2.648202838219884    0.36117226944324266   0.08432729579339913    
  242.39744   -60.53379    15.263251221328645   2.609186765480165    0.4460331236947045    0.06195331042991423    
  242.71627   -45.560121   8.328984898706285    2.64224870800845     0.3638916844866123    0.07715010119701442    
  243.03912   -51.467168   97.82373870073826    1.394317410517784    1.5065533938702333    0.15180101248668437    
  243.10656   -61.014388   4.883299801105111    3.0029352855506155   0.34964849898765626   0.05836937358174942    
  243.2557    -50.871244   7.244228679623105    2.756299730804832    0.3105957088196758    0.03698584711684553    
  243.32611   -61.10205    2.5483628867606543   2.2330515061429477   0.16194475915564532   0.00986677741050347    
  243.37956   -49.64135    20.09804657137026    1.9030151849020907   0.8722866871162602    0.26568101844084174    
  243.55941   -50.821859   10.46749163889385    2.9082587610392596   0.4432120120466782    0.05401367315403937    
  243.61694   -52.684109   6.2075902418215465   2.687827079776861    0.35658204325196036   0.08484681218905603    
  243.67873   -56.373631   8.702467396834145    2.6129084305566685   0.4008091515256791    0.09393370861190291    
  243.78789   -60.97061    201.3845894747683    2.6958360612094987   0.2844489490769225    0.001298679584624733   
  243.87608   -50.682663   5.951632793784108    2.6882251942923117   0.23283259719788582   0.013356656263356793   
  243.94201   -50.745946   14.462369509514538   2.620968359584605    0.4808497318792479    0.06793041241569248    
  244.04074   -61.105035   1.0046990620244831   1.8552882330158875   0.11598926361642413   0.003739100039118727   
  244.26806   -51.02142    4.164988759207713    2.453233808600327    0.184876621673149     0.007353931332842207   
  244.38699   -60.891703   4.099646579516822    2.4405504715962514   0.19495472278119777   0.012645994184887568   
  244.43323   -51.086643   21.963860881564198   2.666984966496111    0.2602318994885923    0.007307568425136346   
  244.4404    -54.345907   17.497190975206987   2.6960363812110115   0.34475163708957574   0.027060512435567376   
  244.71236   -59.340685   16.399852202523288   2.459804119579261    0.5080185785837664    0.09235083805362271    
  244.97915   -45.882894   10.551981969420687   2.7057983406537907   0.32681571524676295   0.03732957369887395    
  244.99683   -60.583837   4.323208130979998    2.745129114237557    0.28103409349719527   0.043467085920227924   
  245.2889    -50.740304   65.23375087061963    1.6044103988025515   1.021095012748828     0.13762748316854068    
  245.35417   -50.027637   19.44436140156315    2.6004165219189024   0.3914197205695965    0.04172755495913551    
  245.54677   -43.184319   13.24208687062725    2.6978399400259123   0.3313479064767339    0.032424065436855      
  245.8548    -49.637226   18.863712703342888   2.658108092308168    0.34719900775867346   0.02982506037428278    
  246.01969   -56.829176   7.944714352197413    2.6314393013476978   0.37410102649187976   0.08745938173530263    
  246.77682   -42.22705    10.485915167181172   2.6678675595058245   0.3647811980343378    0.05675486308965005    
  246.89241   -48.79434    23.953588523091888   2.6820659650662253   0.37483143919127554   0.02468952226394861    
