# RA       DEC       Total_flux           E_Total_flux         Maj                   E_Maj                  
  91.701652   8.6792533    4.673646354790377    2.7088381526203125   0.3704932591168107    0.11277316668266299    
  93.979553   9.3652856    10.079626957547944   2.16013503945949     0.6502519181935297    0.30400301780021904    
  94.297523   9.8516745    8.278919861600444    2.549478118846088    0.4589272064423941    0.1364070935360057     
  94.417152   8.6335312    10.807661609516742   2.4115806096594206   0.5488627657694137    0.16261309280559544    
  95.988954   10.269745    1.9329696466900068   2.4965140959154497   0.20754654116717905   0.03405078664606811    
  96.505227   4.3765538    44.23512215472553    1.3681868395285262   1.2552403995681511    0.319828014193353      
  97.007929   10.371556    5.726424939822735    2.7383954745125623   0.35893358119880114   0.07823997448826935    
  98.43141    11.608658    12.648001120916645   2.25735657451439     0.6515153183269466    0.20259029887287844    
  98.551229   10.667595    0.269832697582065    1.498897994260336    0.09426899702642358   0.007054251429800774   
  98.554268   10.396245    68.427773701082      1.260805920542193    1.4679720870358979    0.2684598264850265     
  98.808621   10.587542    1.1918526939644183   1.9889456776877497   0.13625960822963448   0.00911868404405881    
  98.829222   9.4424432    7.445106453358662    2.501827869418955    0.5344576299313282    0.18716072211907195    
  98.951709   10.767458    1.3157102703865071   2.388713394947458    0.1866889693126934    0.029631708959172894   
  99.161526   10.898239    0.8092963335540848   2.1368994580081377   0.14730060020230093   0.014492238542862352   
  99.281709   5.5717654    12.261734861810861   2.161984989640296    0.7103647219349407    0.257037400578586      
  99.493387   12.514097    16.06474284645999    2.2336845980847557   0.6308971155172232    0.1662476369451395     
  99.994116   12.052843    5.191300461899231    2.7254040247996305   0.2949240087803784    0.045992254047830895   
  100.84201   12.767974    28.256162278350757   2.1018838796499133   0.5939892078084518    0.10464572782764647    
  101.24327   12.052035    12.014412034102687   2.4623770156872844   0.5314273032322696    0.12807666079876917    
  101.35048   13.393296    0.6849618406716882   1.825405639443095    0.12055130511005874   0.009097754374811341   
  102.39984   11.803969    4.914379361735886    2.6718415847777353   0.3679662117478002    0.12095277798428428    
  102.92464   9.5995989    10.271302950831553   2.34873394920379     0.5765068139693926    0.19990163573215877    
  103.15308   14.520133    5.920443270805613    1.9009656368656054   1.1939524414150051    0.5555710934339816     
  103.29165   14.330779    0.3972705904087754   1.2214442897539044   0.07439067164225725   0.001521882451601518   
  103.43286   9.5909019    18.2838923474927     2.2355767295051243   0.5827562483092219    0.1361173763160954     
  103.76668   13.709455    8.778828270335524    2.5952562817395957   0.4082270383381855    0.1002940121526154     
  104.61339   12.156199    65.76062210823555    1.1946624094897713   1.595572522791693     0.3254243830909068     
  104.81931   9.8070308    145.8517039460274    0.6543871011004317   2.9199218377901457    0.5527878417968006     
  105.03093   12.072117    7.428898614613918    2.651228705411677    0.4223996475168616    0.10670100243386281    
  106.07393   9.5775119    12.21471312118656    1.8541079631881778   0.8513008678940857    0.46718989856839643    
  106.62693   -23.235175   5.2209968782112295   2.6970870298676273   0.3245588830564856    0.07860714981918973    
  107.89461   -20.75775    4.083745102120685    2.668132067868129    0.26115353091707927   0.04359695199418352    
  109.29085   -25.111172   4.166795399735311    2.6418184273840972   0.2477761856287373    0.03478039700340424    
  110.49659   -18.845409   3.4036153700253857   2.656734184660961    0.2538788115214617    0.048412338566365246   
  114.99085   -36.446143   5.039663718952581    2.6999812156747587   0.2978654954328416    0.0622685193007211     
  116.83897   -19.314178   6.651937079357759    2.6864572452958257   0.27426089880913834   0.031615484441665904   
  117.87617   -38.90104    4.6334096314831354   2.6479578405084636   0.24328162570497294   0.03252268306952552    
  118.14421   -26.419824   5.247840119663294    2.6990076671254486   0.3045938746635913    0.06495407913452529    
  122.38226   -39.116699   7.105356683921759    2.677617896698835    0.26501467261916134   0.028133809290194278   
  125.14074   -47.629425   6.232834542948227    2.697085717489473    0.287063811361883     0.04410055531139863    
  125.17033   -42.939552   17.11925808298895    2.6987587945795557   0.2993804459099071    0.018922518217280845   
  125.36844   -30.207022   6.154967595996089    2.652183559250974    0.24447620517831786   0.02498238584529203    
  125.46581   -43.29462    24.468367002482804   2.7038942199927094   0.37184314276081987   0.02214528157779598    
  125.57658   -43.039582   6.168918784127121    2.54119943562565     0.216706056433883     0.013473608201709055   
  125.64585   -42.740359   26.905102104398097   2.6908814590033776   0.43516657065537045   0.027691818281914866   
  125.92225   -43.234168   15.119100874875443   2.825315680349573    0.38058165633358004   0.029227476834232546   
  125.92703   -43.029491   6.205380658438122    3.3068692364022025   0.33821270143446625   0.03210585011324637    
  126.03046   -43.084468   24.762182177184343   2.7088469692600046   0.30231014058539935   0.011905328017595826   
  127.91284   -45.972063   6.363280360633549    2.6140834473414176   0.4588059374691026    0.14982390067552842    
  128.42872   -45.69462    39.84969235530057    1.6975315068605268   1.0055823256307483    0.1974365283085569     
  128.71069   -45.881328   2.946198850262037    2.736542984667964    0.5503878377247862    0.32694850215418814    
  128.8429    -45.376486   3.0329602595541316   2.6526812576799617   0.24803177568249482   0.040508592062963235   
  128.93146   -45.705734   330.31382883555415   0.5644872096708241   3.538973640664916     0.34715189883422864    
  129.27228   -43.154128   18.821960452910112   2.2120648096934823   0.6143278198484403    0.14395337436661615    
  129.70101   -43.264051   2.0142592006235436   2.723951104793977    0.27937394275066024   0.09247009509799237    
  129.92501   -46.064767   27.5934861136935     1.9750157797843926   0.7709294420645402    0.1638649944855361     
  129.9552    -42.63       18.666069154714773   2.1475232297533946   0.7525504374840294    0.16775403660263905    
  130.0539    -45.289695   4.508858203163777    2.6749350195385535   0.42999366958303925   0.16787464324233609    
  130.12449   -43.424593   12.009378587591684   2.347455203758551    0.5948002730603821    0.17297089209331884    
  130.94128   -42.749622   7.110684162559815    2.6479266650490674   0.4851751226321113    0.1320272800285787     
  131.023     -43.122357   22.304953994659552   1.8839292075468514   0.788138227869697     0.2316794406637275     
  134.84723   -47.506248   10.070255730153104   2.750005795554096    0.3245681139371063    0.03178559110189673    
  134.88371   -43.774236   5.718104941367164    2.707663522719803    0.2995486507599033    0.0497070026623018     
  134.97534   -47.349254   154.17325455532463   0.8883348467025763   1.9854368522257513    0.25290371216331115    
  135.62423   -48.717759   8.088388556426034    2.664206361019471    0.3773818243014343    0.07884940499914739    
  136.27751   -57.626299   7.739507732473087    2.670345955124232    0.35993130860221384   0.07508555488887073    
  137.05257   -53.351588   7.395381093099104    2.6812913822762785   0.36357046087038947   0.07604522728722853    
  137.73653   -56.636293   10.07253064629193    2.694999600955159    0.33785198515306536   0.04562125962013065    
  137.83139   -45.089858   4.333656310411573    2.6981194680562357   0.289393991678135     0.06346277710681796    
  139.39107   -54.524855   6.929122891049811    2.5202761808584175   0.49851493522395723   0.18666434256305553    
  139.39875   -54.922858   11.18918924962061    2.7204937603550006   0.3471604924214862    0.03889220911763073    
  139.94221   -53.681617   8.967183070459624    2.6967904932369047   0.2861527647220481    0.03040077939377505    
  140.69764   -40.034179   4.675322692800765    2.700381927980791    0.29446652881202634   0.0613593938619984     
  141.13861   -52.025596   8.271650827858114    2.6974788850482656   0.34556103401772337   0.057122582692824816   
  141.89938   -47.136713   5.762535906267834    2.694156130210712    0.32516626511655533   0.07282156193501704    
  142.22914   -50.480293   7.736132648256547    2.587069292917682    0.4329286030980707    0.1249325105047318     
  143.23064   -49.942722   5.195302701033814    2.701080670975635    0.3104425812820555    0.0677589427790362     
  144.68176   -59.307162   6.789812125546627    2.6813238363679632   0.3345785933386825    0.07074208559194874    
  145.19143   -57.421919   7.955383334098062    2.6686859975131867   0.3436750139371558    0.06673775713375003    
  145.65348   -58.543165   8.002572669766888    2.5573216295966135   0.43864581976467953   0.1316260295688708     
  146.14944   -54.315212   10.434570319169913   2.6737010503100254   0.34089757343972216   0.04919183651298225    
  148.16074   -53.24468    6.141317576183139    2.66034195071149     0.36475096735122275   0.09943016972717404    
  148.50843   -45.627873   5.1735603802332335   2.6845732675895286   0.26517008655480906   0.0411561345987011     
  149.88275   -56.928995   11.629160752011323   2.603653256854809    0.39596067460626777   0.0705896670547165     
  151.67785   -57.211676   27.893395183116887   2.4864486472459366   0.4985529828401662    0.05032230664314236    
  151.88615   -55.99313    17.69036681198109    2.0999228114694826   0.6742885281013491    0.19425521356082368    
  152.58619   -57.310906   32.34394169639618    2.1333989761948473   0.6096138090922827    0.09151594134858328    
  153.16164   -65.001504   17.77140454848757    2.650291829997678    0.36617180548155204   0.035882025116577745   
  154.39433   -57.77283    90.4499560956348     1.5058534616469417   1.1779317897652866    0.12508472326606113    
  154.52669   -58.999234   34.91613109034354    2.4891610017928985   0.4925314422734726    0.039591864304608225   
  154.80105   -58.064972   22.70697993268089    2.683810926449884    0.36756633930348387   0.024966553079814987   
  156.03823   -57.800211   11.30625630526718    2.644701864168751    0.24845801196844228   0.011466384314658991   
  156.26054   -57.814879   63.558918097192446   2.178485725137833    0.5899368517737281    0.042512101587770246   
  158.11896   -58.16911    19.211349643709408   2.4786253376161183   0.46077814203352263   0.0681414949005136     
  158.19668   -59.318311   11.500027469727367   2.70389072938504     0.3187878923922075    0.03231321379780815    
  158.48761   -59.8182     6.174631451876544    2.68602931384724     0.31737008419381807   0.06789106641556646    
  159.36753   -58.662818   14.225496227712856   2.6740203849742503   0.33826921061488696   0.0354994164845702     
