#ID RA DEC Maj EMaj Flux EFlux
399 91.701652 8.6792533 0.370493259117 0.112773166683 4.67364635479 2.70883815262
276 93.979553 9.3652856 0.650251918194 0.3040030178 10.0796269575 2.16013503946
262 94.297523 9.8516745 0.458927206442 0.136407093536 8.2789198616 2.54947811885
278 94.417152 8.6335312 0.548862765769 0.162613092806 10.8076616095 2.41158060966
269 95.988954 10.269745 0.207546541167 0.0340507866461 1.93296964669 2.49651409592
257 96.505227 4.3765538 1.25524039957 0.319828014193 44.2351221547 1.36818683953
258 97.007929 10.371556 0.358933581199 0.0782399744883 5.72642493982 2.73839547451
256 98.43141 11.608658 0.651515318327 0.202590298873 12.6480011209 2.25735657451
255 98.551229 10.667595 0.0942689970264 0.0070542514298 0.269832697582 1.49889799426
247 98.554268 10.396245 1.46797208704 0.268459826485 68.4277737011 1.26080592054
248 98.808621 10.587542 0.13625960823 0.00911868404406 1.19185269396 1.98894567769
249 98.829222 9.4424432 0.534457629931 0.187160722119 7.44510645336 2.50182786942
394 98.951709 10.767458 0.186688969313 0.0296317089592 1.31571027039 2.38871339495
252 99.161526 10.898239 0.147300600202 0.0144922385429 0.809296333554 2.13689945801
244 99.281709 5.5717654 0.710364721935 0.257037400579 12.2617348618 2.16198498964
242 99.493387 12.514097 0.630897115517 0.166247636945 16.0647428465 2.23368459808
243 99.994116 12.052843 0.29492400878 0.0459922540478 5.1913004619 2.7254040248
232 100.84201 12.767974 0.593989207808 0.104645727828 28.2561622784 2.10188387965
239 101.24327 12.052035 0.531427303232 0.128076660799 12.0144120341 2.46237701569
238 101.35048 13.393296 0.12055130511 0.00909775437481 0.684961840672 1.82540563944
237 102.39984 11.803969 0.367966211748 0.120952777984 4.91437936174 2.67184158478
240 102.92464 9.5995989 0.576506813969 0.199901635732 10.2713029508 2.3487339492
236 103.15308 14.520133 1.19395244142 0.555571093434 5.92044327081 1.90096563687
384 103.29165 14.330779 0.0743906716423 0.0015218824516 0.397270590409 1.22144428975
233 103.43286 9.5909019 0.582756248309 0.136117376316 18.2838923475 2.23557672951
228 103.76668 13.709455 0.408227038338 0.100294012153 8.77882827034 2.59525628174
423 104.61339 12.156199 1.59557252279 0.325424383091 65.7606221082 1.19466240949
423 104.61339 12.156199 1.59557252279 0.325424383091 65.7606221082 1.19466240949
229 104.81931 9.8070308 2.91992183779 0.552787841797 145.851703946 0.6543871011
226 105.03093 12.072117 0.422399647517 0.106701002434 7.42889861461 2.65122870541
230 106.07393 9.5775119 0.851300867894 0.467189898568 12.2147131212 1.85410796319
231 106.62693 -23.235175 0.324558883056 0.0786071498192 5.22099687821 2.69708702987
225 107.89461 -20.75775 0.261153530917 0.0435969519942 4.08374510212 2.66813206787
220 109.29085 -25.111172 0.247776185629 0.0347803970034 4.16679539974 2.64181842738
223 110.49659 -18.845409 0.253878811521 0.0484123385664 3.40361537003 2.65673418466
221 114.99085 -36.446143 0.297865495433 0.0622685193007 5.03966371895 2.69998121567
222 116.83897 -19.314178 0.274260898809 0.0316154844417 6.65193707936 2.6864572453
219 117.87617 -38.90104 0.243281625705 0.0325226830695 4.63340963148 2.64795784051
216 118.14421 -26.419824 0.304593874664 0.0649540791345 5.24784011966 2.69900766713
218 122.38226 -39.116699 0.265014672619 0.0281338092902 7.10535668392 2.6776178967
214 125.14074 -47.629425 0.287063811362 0.0441005553114 6.23283454295 2.69708571749
213 125.17033 -42.939552 0.29938044591 0.0189225182173 17.119258083 2.69875879458
217 125.36844 -30.207022 0.244476205178 0.0249823858453 6.154967596 2.65218355925
211 125.46581 -43.29462 0.371843142761 0.0221452815778 24.4683670025 2.70389421999
375 125.57658 -43.039582 0.216706056434 0.0134736082017 6.16891878413 2.54119943563
374 125.64585 -42.740359 0.435166570655 0.0276918182819 26.9051021044 2.690881459
208 125.92225 -43.234168 0.380581656334 0.0292274768342 15.1191008749 2.82531568035
210 125.92703 -43.029491 0.338212701434 0.0321058501132 6.20538065844 3.3068692364
209 126.03046 -43.084468 0.302310140585 0.0119053280176 24.7621821772 2.70884696926
435 127.91284 -45.972063 0.458805937469 0.149823900676 6.36328036063 2.61408344734
434 128.42872 -45.69462 1.00558232563 0.197436528309 39.8496923553 1.69753150686
205 128.71069 -45.881328 0.550387837725 0.326948502154 2.94619885026 2.73654298467
207 128.8429 -45.376486 0.248031775682 0.040508592063 3.03296025955 2.65268125768
206 128.93146 -45.705734 3.53897364066 0.347151898834 330.313828836 0.564487209671
422 129.27228 -43.154128 0.614327819848 0.143953374367 18.8219604529 2.21206480969
203 129.70101 -43.264051 0.279373942751 0.092470095098 2.01425920062 2.72395110479
202 129.92501 -46.064767 0.770929442065 0.163864994486 27.5934861137 1.97501577978
204 129.9552 -42.63 0.752550437484 0.167754036603 18.6660691547 2.14752322975
199 130.0539 -45.289695 0.429993669583 0.167874643242 4.50885820316 2.67493501954
369 130.12449 -43.424593 0.59480027306 0.172970892093 12.0093785876 2.34745520376
198 130.94128 -42.749622 0.485175122632 0.132027280029 7.11068416256 2.64792666505
197 131.023 -43.122357 0.78813822787 0.231679440664 22.3049539947 1.88392920755
196 134.84723 -47.506248 0.324568113937 0.0317855911019 10.0702557302 2.75000579555
195 134.88371 -43.774236 0.29954865076 0.0497070026623 5.71810494137 2.70766352272
194 134.97534 -47.349254 1.98543685223 0.252903712163 154.173254555 0.888334846703
421 135.62423 -48.717759 0.377381824301 0.0788494049991 8.08838855643 2.66420636102
193 136.27751 -57.626299 0.359931308602 0.0750855548889 7.73950773247 2.67034595512
189 137.05257 -53.351588 0.36357046087 0.0760452272872 7.3953810931 2.68129138228
191 137.73653 -56.636293 0.337851985153 0.0456212596201 10.0725306463 2.69499960096
190 137.83139 -45.089858 0.289393991678 0.0634627771068 4.33365631041 2.69811946806
